原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,网络,1,相比,相比,方面
,第二届,1,资源共享,资源共享,取得
,看到,1,,,
,目前,1,,,
,特别,1,,,
,水平,1,,,
,核心技术,1,,,
,来自,1,,,
,期间,1,,,
,最大,1,,,
,显著,1,,,
,战略目标,1,,,
,我国,1,,,
,成果,1,,,
,很多,1,,,
,强国,1,,,
,强中,1,,,
,展出,1,,,
,实力,1,,,
,存在,1,,,
,大会,1,,,
,多项,1,,,
,多年,1,,,
,多家,1,,,
,基础设施,1,,,
,同时,1,,,
,取得,1,,,
,发展,1,,,
,博览会,1,,,
,包括,1,,,
,创新能力,1,,,
,其中,1,,,
,全球,1,,,
,先进,1,,,
,信息,1,,,
,令人高兴,1,,,
,产业,1,,,
,之光,1,,,
,不少,1,,,
,一批,1,,,
,250,1,,,
,20,1,,,
,1000,1,,,
,10,1,,,
,,,,,
强化战略导向，破解创新发展科技难题。科技创新的战略导向十分紧要，必须抓准，以此带动科技难题的突破。当前，国家对战略科技支撑的需求比以往任何时期都更加迫切。这里，我举几个例子。从理论上讲，地球内部可利用的成矿空间分布在从地表到地下1万米，目前世界先进水平勘探开采深度已达2500米至4000米，而我国大多小于500米，向地球深部进军是我们必须解决的战略科技问题。材料是制造业的基础，目前我国在先进高端材料研发和生产方面差距甚大，关键高端材料远未实现自主供给。我国很多重要专利药物市场绝大多数被国外公司占据，高端医疗装备主要依赖进口，成为看病贵的主要原因之一，而创新药物研发集中体现了生命科学和生物技术领域前沿新成就和新突破，先进医疗设备研发体现了多学科交叉融合与系统集成。脑连接图谱研究是认知脑功能并进而探讨意识本质的科学前沿，这方面探索不仅有重要科学意义，而且对脑疾病防治、智能技术发展也具有引导作用。深海蕴藏着地球上远未认知和开发的宝藏，但要得到这些宝藏，就必须在深海进入、深海探测、深海开发方面掌握关键技术。空间技术深刻改变了人类对宇宙的认知，为人类社会进步提供了重要动力，同时浩瀚的空天还有许多未知的奥秘有待探索，必须推动空间科学、空间技术、空间应用全面发展。这样的领域还有很多。党中央已经确定了我国科技面向2030年的长远战略，决定实施一批重大科技项目和工程，要加快推进，围绕国家重大战略需求，着力攻破关键核心技术，抢占事关长远和全局的科技战略制高点。,科技,8,科技,科技,创新
,战略,7,战略,战略,科技
,空间,4,深海,深海,发展
,深海,4,认知,认知,技术
,技术,4,高端,高端,国家
,我国,4,空间,空间,推动
,必须,4,研发,研发,加快
,高端,3,我国,我国,我国
,重要,3,必须,必须,我们
,认知,3,技术,技术,科学
,研发,3,地球,地球,领域
,材料,3,先进,先进,世界
,地球,3,宝藏,宝藏,战略
,发展,3,前沿,前沿,研究
,创新,3,创新,创新,自主
,先进,3,,,
,领域,2,,,
,需求,2,,,
,难题,2,,,
,长远,2,,,
,重大,2,,,
,还有,2,,,
,药物,2,,,
,突破,2,,,
,科学,2,,,
,目前,2,,,
,方面,2,,,
,探索,2,,,
,很多,2,,,
,开发,2,,,
,导向,2,,,
,宝藏,2,,,
,国家,2,,,
,医疗,2,,,
,前沿,2,,,
,关键,2,,,
,人类,2,,,
,主要,2,,,
,项目,1,,,
,面向,1,,,
,集中体现,1,,,
,问题,1,,,
,迫切,1,,,
,连接,1,,,
,进而,1,,,
,进步,1,,,
,进口,1,,,
,进军,1,,,
,进入,1,,,
,这里,1,,,
,这样,1,,,
,这方面,1,,,
,这些,1,,,
,设备,1,,,
,许多,1,,,
,解决,1,,,
,装备,1,,,
,融合,1,,,
,蕴藏,1,,,
,自主,1,,,
,而且,1,,,
,绝大多数,1,,,
,紧要,1,,,
,系统集成,1,,,
,空间科学,1,,,
,空天,1,,,
,社会,1,,,
,确定,1,,,
,破解,1,,,
,研究,1,,,
,着力,1,,,
,看病贵,1,,,
,疾病防治,1,,,
,生物,1,,,
,生命科学,1,,,
,生产,1,,,
,甚大,1,,,
,理论,1,,,
,深部,1,,,
,深度,1,,,
,深刻,1,,,
,浩瀚,1,,,
,水平,1,,,
,核心技术,1,,,
,本质,1,,,
,未知,1,,,
,有待,1,,,
,更加,1,,,
,智能,1,,,
,时期,1,,,
,攻破,1,,,
,改变,1,,,
,支撑,1,,,
,提供,1,,,
,推进,1,,,
,推动,1,,,
,探讨,1,,,
,探测,1,,,
,掌握,1,,,
,抢占,1,,,
,抓准,1,,,
,我们,1,,,
,我举,1,,,
,成矿,1,,,
,成就,1,,,
,成为,1,,,
,意识,1,,,
,意义,1,,,
,得到,1,,,
,当前,1,,,
,强化,1,,,
,引导,1,,,
,开采,1,,,
,应用,1,,,
,带动,1,,,
,市场,1,,,
,已达,1,,,
,已经,1,,,
,差距,1,,,
,工程,1,,,
,小于,1,,,
,对脑,1,,,
,实现,1,,,
,实施,1,,,
,宇宙,1,,,
,学科,1,,,
,奥秘,1,,,
,大多,1,,,
,基础,1,,,
,地表,1,,,
,地下,1,,,
,图谱,1,,,
,国外,1,,,
,围绕,1,,,
,同时,1,,,
,原因,1,,,
,占据,1,,,
,十分,1,,,
,勘探,1,,,
,动力,1,,,
,加快,1,,,
,功能,1,,,
,制高点,1,,,
,制造业,1,,,
,利用,1,,,
,分布,1,,,
,几个,1,,,
,决定,1,,,
,内部,1,,,
,具有,1,,,
,关键技术,1,,,
,公司,1,,,
,全面,1,,,
,全局,1,,,
,党中央,1,,,
,依赖,1,,,
,供给,1,,,
,例子,1,,,
,作用,1,,,
,体现,1,,,
,任何,1,,,
,以此,1,,,
,以往,1,,,
,交叉,1,,,
,事关,1,,,
,之一,1,,,
,世界,1,,,
,专利,1,,,
,不仅,1,,,
,上远,1,,,
,万米,1,,,
,一批,1,,,
,500,1,,,
,4000,1,,,
,2500,1,,,
,2030,1,,,
,,,,,
弘扬创新精神，培育符合创新发展要求的人才队伍。“功以才成，业由才广。”科学技术是人类的伟大创造性活动。一切科技创新活动都是人做出来的。我国要建设世界科技强国，关键是要建设一支规模宏大、结构合理、素质优良的创新人才队伍，激发各类人才创新活力和潜力。要极大调动和充分尊重广大科技人员的创造精神，激励他们争当创新的推动者和实践者，使谋划创新、推动创新、落实创新成为自觉行动。,创新,9,创新,创新,创新
,科技,2,人才队伍,人才队伍,科技
,活动,2,功以,功以,发展
,建设,2,业由才,业由才,建设
,人才队伍,2,科技,科技,推动
,谋划,1,实践者,实践者,我国
,调动,1,创造精神,创造精神,人才
,规模宏大,1,推动者,推动者,世界
,要求,1,争当,争当,关键
,行动,1,科技人员,科技人员,人类
,落实,1,结构合理,结构合理,科学技术
,自觉,1,建设,建设,广大
,结构合理,1,活动,活动,成为
,素质,1,弘扬,弘扬,精神
,精神,1,规模宏大,规模宏大,培育
,符合,1,,,
,科技人员,1,,,
,科学技术,1,,,
,激发,1,,,
,激励,1,,,
,潜力,1,,,
,活力,1,,,
,极大,1,,,
,推动者,1,,,
,推动,1,,,
,我国,1,,,
,成为,1,,,
,强国,1,,,
,弘扬,1,,,
,广大,1,,,
,尊重,1,,,
,实践者,1,,,
,培育,1,,,
,各类,1,,,
,发展,1,,,
,功以,1,,,
,创造精神,1,,,
,创造性,1,,,
,出来,1,,,
,关键,1,,,
,充分,1,,,
,伟大,1,,,
,优良,1,,,
,他们,1,,,
,人类,1,,,
,人才,1,,,
,争当,1,,,
,业由才,1,,,
,世界,1,,,
,一支,1,,,
,一切,1,,,
,,,,,
我们要创新应对气候变化路径。实现可持续发展，要有新的全球视野。老路走不通，创新是出路。要积极运用全球变化综合观测、大数据等新手段，深化气候变化科学基础研究。要加快创新驱动，以低碳经济推动发展，转变传统生产和消费方式。要以关键技术突破支撑能源、交通、建筑等重点行业战略性减排。要增强脆弱领域适应能力，大力发展气候适应型经济。科技创新只有打破利益藩篱，才能有效服务全人类。,创新,4,创新,创新,创新
,经济,2,气候变化,气候变化,科技
,气候变化,2,以低,以低,发展
,发展,2,藩篱,藩篱,经济
,全球,2,全球,全球,推动
,驱动,1,老路,老路,加快
,领域,1,全人类,全人类,我们
,重点,1,适应能力,适应能力,科学
,适应能力,1,关键技术,关键技术,领域
,适应,1,不通,不通,研究
,运用,1,出路,出路,基础
,转变,1,脆弱,脆弱,实现
,路径,1,视野,视野,全球
,视野,1,大力发展,大力发展,突破
,观测,1,路径,路径,积极
,行业,1,,,
,藩篱,1,,,
,脆弱,1,,,
,能源,1,,,
,老路,1,,,
,综合,1,,,
,突破,1,,,
,积极,1,,,
,科技,1,,,
,科学,1,,,
,研究,1,,,
,生产,1,,,
,深化,1,,,
,消费,1,,,
,气候,1,,,
,服务,1,,,
,有效,1,,,
,方式,1,,,
,数据,1,,,
,支撑,1,,,
,推动,1,,,
,持续,1,,,
,打破,1,,,
,才能,1,,,
,手段,1,,,
,战略性,1,,,
,我们,1,,,
,建筑,1,,,
,应对,1,,,
,实现,1,,,
,大力发展,1,,,
,增强,1,,,
,基础,1,,,
,只有,1,,,
,变化,1,,,
,加快,1,,,
,利益,1,,,
,出路,1,,,
,减排,1,,,
,关键技术,1,,,
,全人类,1,,,
,传统,1,,,
,以低,1,,,
,交通,1,,,
,不通,1,,,
,,,,,
创新是实体产业发展的制胜法宝。实施创新驱动发展战略，既要推动战略性新兴产业蓬勃发展，也要注重用新技术新业态全面改造提升传统产业。制造业产业投资基金要更多用于支持传统产业技术改造。要突出应用导向，加快建设国家实验室，鼓励企业加大研发投入，加强关键核心技术研发，支持产学研紧密结合，重视人才培养，加快先进科学技术转化为现实生产力。要深化制造业和互联网融合发展，提高智能化、自动化水平。要支持企业兼并重组，推动各种资源向有竞争力、创新力的企业集中。,支持,3,传统产业,传统产业,创新
,发展,3,支持,支持,发展
,企业,3,研发,研发,技术
,研发,2,创新力,创新力,建设
,推动,2,制造业,制造业,国家
,加快,2,企业,企业,推动
,制造业,2,加快,加快,加快
,创新,2,创新,创新,加强
,传统产业,2,产业,产业,产业
,产业,2,发展,发展,战略
,鼓励,1,产学研,产学研,企业
,驱动,1,推动,推动,关键
,集中,1,人才培养,人才培养,提高
,重视,1,制胜,制胜,核心技术
,重组,1,业态,业态,资源
,转化,1,,,
,资源,1,,,
,融合,1,,,
,蓬勃发展,1,,,
,自动化,1,,,
,紧密结合,1,,,
,竞争力,1,,,
,突出,1,,,
,科学技术,1,,,
,用于,1,,,
,生产力,1,,,
,现实,1,,,
,深化,1,,,
,注重,1,,,
,法宝,1,,,
,水平,1,,,
,核心技术,1,,,
,智能化,1,,,
,新兴产业,1,,,
,改造,1,,,
,提高,1,,,
,提升,1,,,
,投资,1,,,
,投入,1,,,
,技术改造,1,,,
,技术,1,,,
,战略性,1,,,
,战略,1,,,
,建设,1,,,
,应用,1,,,
,导向,1,,,
,实验室,1,,,
,实施,1,,,
,实体,1,,,
,基金,1,,,
,国家,1,,,
,各种,1,,,
,加强,1,,,
,加大,1,,,
,制胜,1,,,
,创新力,1,,,
,兼并,1,,,
,关键,1,,,
,全面,1,,,
,先进,1,,,
,人才培养,1,,,
,产学研,1,,,
,互联网,1,,,
,业态,1,,,
,,,,,
60年来，在党中央坚强领导下，在全国大力支持下，一代代航天人不忘初心、接续奋斗，谱写了我国航天事业发展的壮美篇章，实现了我们先人们的飞天梦。这次任务圆满成功，标志着空间实验室飞行任务取得了重大阶段性胜利。这是我们在实现航天梦的长征路上竖立的又一座里程碑，全体中华儿女都为此感到骄傲。广大航天人建立的卓越功勋，党和人民永远不会忘记。,航天,3,航天,航天,发展
,我们,2,初心,初心,我国
,实现,2,60,60,我们
,任务,2,飞天梦,飞天梦,实现
,骄傲,1,任务,任务,重大
,飞行,1,中华儿女,中华儿女,广大
,飞天梦,1,壮美,壮美,取得
,领导,1,航天事业,航天事业,建立
,阶段性,1,谱写,谱写,领导
,长征,1,圆满成功,圆满成功,全国
,重大,1,接续,接续,任务
,里程碑,1,一代代,一代代,航天
,这次,1,党和人民,党和人民,实验室
,这是,1,篇章,篇章,党中央
,路上,1,竖立,竖立,空间
,谱写,1,,,
,航天事业,1,,,
,胜利,1,,,
,篇章,1,,,
,竖立,1,,,
,空间,1,,,
,永远,1,,,
,标志,1,,,
,接续,1,,,
,我国,1,,,
,感到,1,,,
,忘记,1,,,
,建立,1,,,
,广大,1,,,
,年来,1,,,
,实验室,1,,,
,奋斗,1,,,
,大力支持,1,,,
,壮美,1,,,
,坚强,1,,,
,圆满成功,1,,,
,取得,1,,,
,发展,1,,,
,卓越,1,,,
,功勋,1,,,
,初心,1,,,
,全国,1,,,
,全体,1,,,
,党和人民,1,,,
,党中央,1,,,
,人们,1,,,
,为此,1,,,
,中华儿女,1,,,
,不会,1,,,
,一座,1,,,
,一代代,1,,,
,60,1,,,
