原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,国有企业,1,,,
,因此,1,,,
,发展,1,,,
,原创,1,,,
,十四五,1,,,
,勇挑重担,1,,,
,勇当,1,,,
,劳动力,1,,,
,加以,1,,,
,函数,1,,,
,全力支持,1,,,
,体制,1,,,
,优势,1,,,
,产业,1,,,
,举措,1,,,
,中央,1,,,
,不能生存,1,,,
,,,,,
中国将继续推进科技创新。科技创新是人类社会发展的重要引擎，是应对许多全球性挑战的有力武器，也是中国构建新发展格局、实现高质量发展的必由之路。中国将加大科技投入，狠抓创新体系建设，加速科技成果向现实生产力转化，加强知识产权保护，推动实现依靠创新驱动的内涵型增长。科技成果应该造福全人类，而不应该成为限制、遏制其他国家发展的手段。中国将以更加开放的思维和举措推进国际科技交流合作，同各国携手打造开放、公平、公正、非歧视的科技发展环境，促进互惠共享。,发展,5,科技,科技,创新
,科技,4,创新,创新,科技
,创新,4,科技成果,科技成果,发展
,中国,4,发展,发展,建设
,科技成果,2,开放,开放,国家
,推进,2,科技交流,科技交流,推动
,开放,2,非歧视,非歧视,加强
,应该,2,中国,中国,合作
,实现,2,推进,推进,中国
,高质量,1,狠抓,狠抓,国际
,驱动,1,必由之路,必由之路,重要
,非歧视,1,互惠,互惠,实现
,限制,1,造福,造福,体系
,重要,1,全人类,全人类,社会
,遏制,1,应该,应该,推进
,造福,1,,,
,转化,1,,,
,许多,1,,,
,继续,1,,,
,科技交流,1,,,
,社会,1,,,
,知识产权,1,,,
,生产力,1,,,
,现实,1,,,
,环境,1,,,
,狠抓,1,,,
,武器,1,,,
,格局,1,,,
,构建,1,,,
,有力,1,,,
,更加,1,,,
,携手,1,,,
,推动,1,,,
,挑战,1,,,
,投入,1,,,
,打造,1,,,
,手段,1,,,
,成为,1,,,
,思维,1,,,
,必由之路,1,,,
,引擎,1,,,
,建设,1,,,
,应对,1,,,
,增长,1,,,
,国际,1,,,
,国家,1,,,
,合作,1,,,
,各国,1,,,
,加速,1,,,
,加强,1,,,
,加大,1,,,
,内涵,1,,,
,其他,1,,,
,共享,1,,,
,公正,1,,,
,公平,1,,,
,全球性,1,,,
,全人类,1,,,
,保护,1,,,
,促进,1,,,
,依靠,1,,,
,体系,1,,,
,人类,1,,,
,互惠,1,,,
,举措,1,,,
,,,,,
“中国天眼”是国家重大科技基础设施，是观天巨目、国之重器，实现了我国在前沿科学领域的一项重大原创突破，以南仁东为代表的一大批科技工作者为此默默工作，无私奉献，令人感动。,重大,2,观天,观天,科技
,科技,2,巨目,巨目,国家
,默默,1,国之,国之,我国
,领域,1,重器,重器,中国
,重器,1,前沿科学,前沿科学,领域
,观天,1,仁东,仁东,实现
,突破,1,科技,科技,重大
,无私奉献,1,令人感动,令人感动,突破
,我国,1,天眼,天眼,工作者
,巨目,1,重大,重大,工作
,工作者,1,无私奉献,无私奉献,基础设施
,工作,1,工作者,工作者,原创
,实现,1,一大批,一大批,一大批
,天眼,1,默默,默默,代表
,基础设施,1,基础设施,基础设施,重器
,国家,1,,,
,国之,1,,,
,原创,1,,,
,前沿科学,1,,,
,以南,1,,,
,令人感动,1,,,
,代表,1,,,
,仁东,1,,,
,为此,1,,,
,中国,1,,,
,一项,1,,,
,一大批,1,,,
,,,,,
全面建设社会主义现代化国家，必须坚持科技为先，发挥科技创新的关键和中坚作用。广大科技工作者要以南仁东等杰出科学家为榜样，大力弘扬科学家精神，勇攀世界科技高峰，在一些领域实现并跑领跑，为加快建设科技强国、实现科技自立自强作出新的更大贡献。,科技,6,科技,科技,创新
,科学家,2,自立自强,自立自强,科技
,建设,2,科学家,科学家,建设
,实现,2,仁东,仁东,国家
,高峰,1,勇攀,勇攀,加快
,领跑,1,中坚,中坚,领域
,领域,1,建设,建设,世界
,贡献,1,为先,为先,实现
,自立自强,1,实现,实现,关键
,精神,1,弘扬,弘扬,坚持
,社会主义,1,领跑,领跑,发挥
,现代化,1,榜样,榜样,作用
,榜样,1,强国,强国,工作者
,杰出,1,工作者,工作者,广大
,必须,1,杰出,杰出,科学家
,强国,1,,,
,弘扬,1,,,
,广大,1,,,
,工作者,1,,,
,大力,1,,,
,坚持,1,,,
,国家,1,,,
,发挥,1,,,
,勇攀,1,,,
,加快,1,,,
,创新,1,,,
,关键,1,,,
,全面,1,,,
,作用,1,,,
,作出,1,,,
,以南,1,,,
,仁东,1,,,
,为先,1,,,
,中坚,1,,,
,世界,1,,,
,一些,1,,,
,,,,,
我们要坚持科技创新。中方倡议成立中国－中东欧国家创新合作研究中心、举办中国－中东欧国家青年科技人才论坛，将出版发布《2020中国－中东欧国家科技创新记分卡》。我们要抓住新业态，拓展在数字经济、电子商务、健康产业等领域合作。中方将推动建立中国－中东欧国家电子商务合作对话机制和中国－中东欧国家公众健康产业联盟。,国家,5,中东欧,中东欧,创新
,中国,5,国家,国家,科技
,中东欧,5,创新,创新,经济
,合作,3,合作,合作,国家
,创新,3,电子商务,电子商务,推动
,科技,2,中方,中方,产业
,电子商务,2,中国,中国,我们
,我们,2,记分卡,记分卡,合作
,健康,2,2020,2020,中国
,产业,2,健康,健康,领域
,中方,2,科技,科技,研究
,领域,1,产业,产业,数字
,青年,1,科技人才,科技人才,坚持
,论坛,1,业态,业态,机制
,记分卡,1,倡议,倡议,建立
,联盟,1,,,
,经济,1,,,
,科技人才,1,,,
,研究,1,,,
,机制,1,,,
,数字,1,,,
,推动,1,,,
,拓展,1,,,
,抓住,1,,,
,成立,1,,,
,建立,1,,,
,对话,1,,,
,坚持,1,,,
,发布,1,,,
,出版,1,,,
,公众,1,,,
,倡议,1,,,
,举办,1,,,
,中心,1,,,
,业态,1,,,
,2020,1,,,
,,,,,
要弘扬探月精神，发挥新型举国体制优势，勇攀科技高峰，服务国家发展大局，一步一个脚印开启星际探测新征程，不断推进中国航天事业创新发展，为人类和平利用太空作出新的更大贡献。,发展,2,探月,探月,创新
,高峰,1,勇攀,勇攀,科技
,贡献,1,举国体制,举国体制,发展
,航天事业,1,一步一个脚印,一步一个脚印,国家
,精神,1,航天事业,航天事业,中国
,科技,1,和平利用,和平利用,推进
,服务,1,征程,征程,发挥
,星际,1,弘扬,弘扬,人类
,新型,1,星际,星际,优势
,推进,1,太空,太空,不断
,探测,1,大局,大局,精神
,探月,1,开启,开启,服务
,征程,1,探测,探测,贡献
,弘扬,1,发展,发展,作出
,开启,1,新型,新型,弘扬
,太空,1,,,
,大局,1,,,
,国家,1,,,
,和平利用,1,,,
,发挥,1,,,
,勇攀,1,,,
,创新,1,,,
,作出,1,,,
,优势,1,,,
,人类,1,,,
,举国体制,1,,,
,中国,1,,,
,不断,1,,,
,一步一个脚印,1,,,
,,,,,
嫦娥五号任务的圆满成功，标志着探月工程“绕、落、回”三步走规划圆满收官，是发挥新型举国体制优势攻坚克难取得的又一重大成就，是航天强国建设征程中的重要里程碑，对我国航天事业发展具有十分重要的意义。17年来，参与探月工程研制建设的全体人员大力弘扬追逐梦想、勇于探索、协同攻坚、合作共赢的探月精神，不断攀登新的科技高峰，可喜可贺、令人欣慰。探索浩瀚宇宙是人类的共同梦想，要推动实施好探月工程四期，一步一个脚印开启星际探测新征程。要继续发挥新型举国体制优势，加大自主创新工作力度，统筹谋划，再接再厉，推动中国航天空间科学、空间技术、空间应用创新发展，积极开展国际合作，为增进人类福祉作出新的更大贡献。,探月,4,探月,探月,创新
,工程,3,举国体制,举国体制,科技
,重要,2,征程,征程,发展
,空间,2,工程,工程,技术
,梦想,2,梦想,梦想,建设
,新型,2,新型,新型,推动
,推动,2,攻坚克难,攻坚克难,我国
,征程,2,发挥,发挥,合作
,建设,2,17,17,国际
,合作,2,勇于探索,勇于探索,自主
,发挥,2,创新,创新,重要
,发展,2,一步一个脚印,一步一个脚印,发挥
,创新,2,优势,优势,人类
,优势,2,全体人员,全体人员,优势
,人类,2,令人欣慰,令人欣慰,不断
,举国体制,2,,,
,高峰,1,,,
,重大成就,1,,,
,里程碑,1,,,
,追逐,1,,,
,贡献,1,,,
,谋划,1,,,
,规划,1,,,
,航天事业,1,,,
,航天,1,,,
,自主,1,,,
,继续,1,,,
,统筹,1,,,
,精神,1,,,
,空间科学,1,,,
,积极开展,1,,,
,科技,1,,,
,福祉,1,,,
,研制,1,,,
,浩瀚,1,,,
,标志,1,,,
,星际,1,,,
,攻坚克难,1,,,
,攻坚,1,,,
,收官,1,,,
,攀登,1,,,
,探索,1,,,
,探测,1,,,
,技术,1,,,
,我国,1,,,
,意义,1,,,
,强国,1,,,
,弘扬,1,,,
,开启,1,,,
,应用,1,,,
,年来,1,,,
,工作力度,1,,,
,实施,1,,,
,宇宙,1,,,
,嫦娥,1,,,
,大力,1,,,
,增进,1,,,
,圆满成功,1,,,
,圆满,1,,,
,国际,1,,,
,四期,1,,,
,可喜可贺,1,,,
,取得,1,,,
,参与,1,,,
,协同,1,,,
,十分,1,,,
,勇于探索,1,,,
,加大,1,,,
,再接再厉,1,,,
,具有,1,,,
,共同,1,,,
,全体人员,1,,,
,作出,1,,,
,任务,1,,,
,令人欣慰,1,,,
,五号,1,,,
,中国航天,1,,,
,不断,1,,,
,三步走,1,,,
,一步一个脚印,1,,,
,17,1,,,
,,,,,
要强化创新驱动，以更大力度、更实举措加快科技自立自强，充分发挥科技对我军建设战略支撑作用。要紧跟科技强国建设进程，优化国防科技创新布局和环境条件，用好用足各方面优势力量和资源，大幅提升国防科技创新能力和水平。,科技,3,国防科技,国防科技,创新
,建设,2,科技,科技,科技
,国防科技,2,自立自强,自立自强,建设
,创新,2,更实,更实,加快
,驱动,1,创新,创新,战略
,进程,1,建设,建设,优势
,资源,1,创新能力,创新能力,资源
,要紧,1,强国,强国,提升
,自立自强,1,我军,我军,作用
,环境,1,充分发挥,充分发挥,支撑
,水平,1,举措,举措,创新能力
,条件,1,要紧,要紧,水平
,更实,1,驱动,驱动,方面
,方面,1,优化,优化,环境
,支撑,1,强化,强化,强国
,提升,1,,,
,战略,1,,,
,我军,1,,,
,强国,1,,,
,强化,1,,,
,布局,1,,,
,大幅,1,,,
,加快,1,,,
,力量,1,,,
,力度,1,,,
,创新能力,1,,,
,充分发挥,1,,,
,作用,1,,,
,优化,1,,,
,优势,1,,,
,举措,1,,,
,,,,,
我们国家进入科技发展第一方阵要靠创新，一味跟跑是行不通的，必须加快科技自立自强步伐。要坚持创新在现代化建设全局中的核心地位，把创新作为一项国策，积极鼓励支持创新。创新不问“出身”，只要谁能为国家作贡献就支持谁。,创新,5,创新,创新,创新
,科技,2,自立自强,自立自强,科技
,支持,2,科技,科技,发展
,国家,2,作贡献,作贡献,建设
,鼓励,1,支持,支持,国家
,进入,1,国策,国策,加快
,行不通,1,行不通,行不通,我们
,自立自强,1,方阵,方阵,坚持
,第一,1,全局,全局,支持
,积极,1,不问,不问,积极
,现代化,1,国家,国家,必须
,步伐,1,一味,一味,现代化
,核心,1,步伐,步伐,鼓励
,方阵,1,现代化,现代化,作为
,我们,1,出身,出身,第一
,必须,1,,,
,建设,1,,,
,坚持,1,,,
,地位,1,,,
,国策,1,,,
,只要,1,,,
,发展,1,,,
,加快,1,,,
,出身,1,,,
,全局,1,,,
,作贡献,1,,,
,作为,1,,,
,不问,1,,,
,一项,1,,,
,一味,1,,,
,,,,,
要提升原始创新能力。一流大学是基础研究的主力军和重大科技突破的策源地，要完善以健康学术生态为基础、以有效学术治理为保障、以产生一流学术成果和培养一流人才为目标的大学创新体系，勇于攻克“卡脖子”的关键核心技术，加强产学研深度融合，促进科技成果转化。,学术,3,学术,学术,创新
,基础,2,卡脖子,卡脖子,科技
,重大,1,一流人才,一流人才,加强
,转化,1,一流大学,一流大学,研究
,融合,1,策源地,策源地,基础
,策源地,1,产学研,产学研,体系
,突破,1,科技成果,科技成果,关键
,科技成果,1,基础,基础,重大
,科技,1,勇于,勇于,突破
,研究,1,主力军,主力军,核心技术
,目标,1,核心技术,核心技术,提升
,生态,1,创新能力,创新能力,促进
,深度,1,一流,一流,融合
,治理,1,攻克,攻克,成果
,核心技术,1,生态,生态,创新能力
,有效,1,,,
,攻克,1,,,
,提升,1,,,
,成果,1,,,
,完善,1,,,
,大学,1,,,
,培养,1,,,
,原始,1,,,
,卡脖子,1,,,
,勇于,1,,,
,加强,1,,,
,创新能力,1,,,
,创新,1,,,
,关键,1,,,
,健康,1,,,
,保障,1,,,
,促进,1,,,
,体系,1,,,
,产生,1,,,
,产学研,1,,,
,主力军,1,,,
,一流大学,1,,,
,一流人才,1,,,
,一流,1,,,
,,,,,
要抓住新一轮科技革命和产业变革的历史机遇，大力发展数字经济，在人工智能、生物医药、现代能源等领域加强交流合作，使科技创新成果更好造福各国人民。,科技,2,科技,科技,创新
,领域,1,造福,造福,科技
,革命,1,人工智能,人工智能,经济
,造福,1,生物医药,生物医药,加强
,能源,1,大力发展,大力发展,产业
,经济,1,变革,变革,合作
,生物医药,1,新一轮,新一轮,领域
,现代,1,机遇,机遇,数字
,机遇,1,交流,交流,人工智能
,更好,1,成果,成果,人民
,新一轮,1,抓住,抓住,变革
,数字,1,数字,数字,成果
,抓住,1,更好,更好,革命
,成果,1,能源,能源,各国
,大力发展,1,创新,创新,现代
,合作,1,,,
,各国,1,,,
,变革,1,,,
,历史,1,,,
,加强,1,,,
,创新,1,,,
,人民,1,,,
,人工智能,1,,,
,产业,1,,,
,交流,1,,,
,,,,,
只有创新才能自强、才能争先，要坚定不移走自主创新道路，把创新发展主动权牢牢掌握在自己手中。,创新,3,创新,创新,创新
,才能,2,才能,才能,发展
,道路,1,争先,争先,自主
,自强,1,自强,自强,掌握
,自己,1,坚定不移,坚定不移,自己
,自主,1,主动权,主动权,牢牢
,牢牢,1,牢牢,牢牢,才能
,掌握,1,自主,自主,只有
,手中,1,掌握,掌握,主动权
,坚定不移,1,道路,道路,道路
,只有,1,手中,手中,手中
,发展,1,只有,只有,坚定不移
,争先,1,发展,发展,自强
,主动权,1,自己,自己,争先
,,,,,
要加大创新支持力度，优化创新生态环境，推动各类创新要素向企业集聚，激发创新活力，推动科技成果转化。,创新,4,创新,创新,创新
,推动,2,推动,推动,推动
,集聚,1,科技成果,科技成果,企业
,转化,1,集聚,集聚,支持
,要素,1,生态环境,生态环境,加大
,科技成果,1,活力,活力,转化
,生态环境,1,激发,激发,要素
,激发,1,优化,优化,力度
,活力,1,要素,要素,优化
,支持,1,各类,各类,活力
,各类,1,转化,转化,科技成果
,加大,1,力度,力度,激发
,力度,1,加大,加大,各类
,优化,1,支持,支持,集聚
,企业,1,企业,企业,生态环境
,,,,,
建造空间站、建成国家太空实验室，是实现我国载人航天工程“三步走”战略的重要目标，是建设科技强国、航天强国的重要引领性工程。天和核心舱发射成功，标志着我国空间站建造进入全面实施阶段，为后续任务展开奠定了坚实基础。希望你们大力弘扬“两弹一星”精神和载人航天精神，自立自强、创新超越，夺取空间站建造任务全面胜利，为全面建设社会主义现代化国家作出新的更大的贡献！,航天,3,空间站,空间站,创新
,空间站,3,航天,航天,科技
,建造,3,建造,建造,建设
,重要,2,载人,载人,国家
,载人,2,强国,强国,我国
,精神,2,自立自强,自立自强,战略
,我国,2,两弹一星,两弹一星,重要
,强国,2,工程,工程,实现
,建设,2,全面,全面,全面
,工程,2,任务,任务,精神
,国家,2,精神,精神,现代化
,全面,2,发射成功,发射成功,希望
,任务,2,三步走,三步走,强国
,阶段,1,全面实施,全面实施,引领
,进入,1,我国,我国,贡献
,超越,1,,,
,贡献,1,,,
,自立自强,1,,,
,胜利,1,,,
,科技,1,,,
,社会主义,1,,,
,目标,1,,,
,现代化,1,,,
,核心,1,,,
,标志,1,,,
,战略,1,,,
,弘扬,1,,,
,引领,1,,,
,建成,1,,,
,希望,1,,,
,展开,1,,,
,实验室,1,,,
,实现,1,,,
,奠定,1,,,
,夺取,1,,,
,太空,1,,,
,大力,1,,,
,坚实基础,1,,,
,后续,1,,,
,发射成功,1,,,
,创新,1,,,
,全面实施,1,,,
,你们,1,,,
,作出,1,,,
,两弹一星,1,,,
,三步走,1,,,
,,,,,
要解决好推进绿色低碳发展的科技支撑不足问题，加强碳捕集利用和封存技术、零碳工业流程再造技术等科技攻关，支持绿色低碳技术创新成果转化。要发展绿色金融，支持绿色技术创新。,绿色,4,绿色,绿色,科技
,支持,2,低碳,低碳,发展
,技术创新,2,技术创新,技术创新,技术
,技术,2,捕集,捕集,加强
,发展,2,零碳,零碳,推进
,低碳,2,科技攻关,科技攻关,问题
,零碳,1,支持,支持,支持
,问题,1,技术,技术,支撑
,金融,1,再造,再造,成果
,转化,1,封存,封存,转化
,解决,1,流程,流程,解决
,科技攻关,1,发展,发展,绿色
,科技,1,成果,成果,技术创新
,流程,1,转化,转化,利用
,支撑,1,科技,科技,工业
,推进,1,,,
,捕集,1,,,
,成果,1,,,
,工业,1,,,
,封存,1,,,
,加强,1,,,
,利用,1,,,
,再造,1,,,
,不足,1,,,
,,,,,
要坚持农业科技自立自强，从培育好种子做起，加强良种技术攻关，靠中国种子来保障中国粮食安全。,种子,2,自立自强,自立自强,科技
,中国,2,种子,种子,技术
,良种,1,攻关,攻关,加强
,自立自强,1,粮食安全,粮食安全,中国
,粮食安全,1,良种,良种,农业
,科技,1,做起,做起,坚持
,攻关,1,培育,培育,培育
,技术,1,保障,保障,攻关
,培育,1,中国,中国,保障
,坚持,1,科技,科技,自立自强
,加强,1,坚持,坚持,种子
,农业,1,加强,加强,粮食安全
,做起,1,农业,农业,良种
,保障,1,技术,技术,做起
,,,,,
天问一号探测器着陆火星，迈出了我国星际探测征程的重要一步，实现了从地月系到行星际的跨越，在火星上首次留下中国人的印迹，这是我国航天事业发展的又一具有里程碑意义的进展。你们勇于挑战、追求卓越，使我国在行星探测领域进入世界先进行列，祖国和人民将永远铭记你们的卓越功勋！,我国,3,星际,星际,发展
,火星,2,火星,火星,我国
,星际,2,卓越,卓越,中国
,探测,2,探测,探测,领域
,卓越,2,我国,我国,世界
,你们,2,系到,系到,重要
,首次,1,印迹,印迹,实现
,领域,1,航天事业,航天事业,人民
,铭记,1,铭记,铭记,具有
,重要,1,征程,征程,先进
,里程碑,1,勇于,勇于,挑战
,追求,1,你们,你们,进入
,进展,1,天问,天问,跨越
,进入,1,功勋,功勋,祖国
,这是,1,探测器,探测器,你们
,迈出,1,,,
,跨越,1,,,
,行星,1,,,
,行列,1,,,
,航天事业,1,,,
,系到,1,,,
,祖国,1,,,
,着陆,1,,,
,留下,1,,,
,永远,1,,,
,探测器,1,,,
,挑战,1,,,
,意义,1,,,
,征程,1,,,
,实现,1,,,
,天问,1,,,
,发展,1,,,
,印迹,1,,,
,勇于,1,,,
,功勋,1,,,
,具有,1,,,
,先进,1,,,
,人民,1,,,
,中国,1,,,
,世界,1,,,
,一步,1,,,
,一号,1,,,
,,,,,
希望你们再接再厉，精心组织实施好火星巡视科学探测，坚持科技自立自强，精心推进行星探测等航天重大工程，加快建设航天强国，为探索宇宙奥秘、促进人类和平与发展的崇高事业作出新的更大贡献！,航天,2,航天,航天,科技
,探测,2,探测,探测,发展
,重大,1,自立自强,自立自强,建设
,贡献,1,精心组织,精心组织,加快
,行星,1,再接再厉,再接再厉,科学
,自立自强,1,奥秘,奥秘,推进
,精心组织,1,火星,火星,重大
,精心,1,崇高,崇高,坚持
,科技,1,巡视,巡视,人类
,科学,1,强国,强国,促进
,火星,1,行星,行星,希望
,推进,1,精心,精心,强国
,探索,1,宇宙,宇宙,探索
,强国,1,探索,探索,贡献
,建设,1,和平,和平,实施
,希望,1,,,
,工程,1,,,
,巡视,1,,,
,崇高,1,,,
,实施,1,,,
,宇宙,1,,,
,奥秘,1,,,
,坚持,1,,,
,和平,1,,,
,发展,1,,,
,加快,1,,,
,再接再厉,1,,,
,促进,1,,,
,你们,1,,,
,作出,1,,,
,人类,1,,,
,事业,1,,,
,,,,,
坚持创新驱动，深化核能科技合作内涵。要以核环保、核医疗、核燃料、先进核电技术为重要抓手，深化核能领域基础研究、关键技术研发、创新成果转化等合作，推进核能产业和新一代数字技术深度融合，为全球核能创新发展贡献更多智慧。,核能,4,核能,核能,创新
,创新,3,创新,创新,科技
,深化,2,深化,深化,发展
,技术,2,以核,以核,技术
,合作,2,合作,合作,产业
,驱动,1,抓手,抓手,合作
,领域,1,核燃料,核燃料,领域
,重要,1,技术,技术,研究
,转化,1,关键技术,关键技术,数字
,贡献,1,核电,核电,重要
,融合,1,内涵,内涵,基础
,科技,1,新一代,新一代,推进
,研究,1,智慧,智慧,坚持
,研发,1,融合,融合,全球
,环保,1,驱动,驱动,融合
,深度,1,,,
,核电,1,,,
,核燃料,1,,,
,智慧,1,,,
,新一代,1,,,
,数字,1,,,
,推进,1,,,
,抓手,1,,,
,成果,1,,,
,基础,1,,,
,坚持,1,,,
,发展,1,,,
,医疗,1,,,
,内涵,1,,,
,关键技术,1,,,
,全球,1,,,
,先进,1,,,
,以核,1,,,
,产业,1,,,
,,,,,
加快实现科技自立自强，要用好科技成果评价这个指挥棒，遵循科技创新规律，坚持正确的科技成果评价导向，激发科技人员积极性。,评价,2,科技成果,科技成果,创新
,科技成果,2,自立自强,自立自强,科技
,科技,2,评价,评价,加快
,遵循,1,指挥棒,指挥棒,实现
,这个,1,科技,科技,坚持
,规律,1,科技人员,科技人员,导向
,要用,1,要用,要用,科技成果
,自立自强,1,导向,导向,激发
,积极性,1,积极性,积极性,自立自强
,科技人员,1,激发,激发,评价
,激发,1,遵循,遵循,规律
,正确,1,正确,正确,这个
,指挥棒,1,规律,规律,科技人员
,导向,1,加快,加快,积极性
,实现,1,坚持,坚持,遵循
,坚持,1,,,
,加快,1,,,
,创新,1,,,
,,,,,
今年是中国共产党成立一百周年。在革命、建设、改革各个历史时期，我们党都高度重视科技事业。从革命时期高度重视知识分子工作，到新中国成立后吹响“向科学进军”的号角，到改革开放提出“科学技术是第一生产力”的论断；从进入新世纪深入实施知识创新工程、科教兴国战略、人才强国战略，不断完善国家创新体系、建设创新型国家，到党的十八大后提出创新是第一动力、全面实施创新驱动发展战略、建设世界科技强国，科技事业在党和人民事业中始终具有十分重要的战略地位、发挥了十分重要的战略作用。,战略,4,科技事业,科技事业,创新
,创新,4,战略,战略,科技
,建设,3,创新,创新,发展
,高度重视,2,强国,强国,建设
,革命,2,高度重视,高度重视,国家
,重要,2,建设,建设,我们
,第一,2,一百周年,一百周年,科学
,科技事业,2,科教兴国,科教兴国,中国
,时期,2,大后,大后,人才
,提出,2,革命,革命,世界
,成立,2,第一,第一,战略
,强国,2,成立,成立,重要
,国家,2,党和人民,党和人民,体系
,十分,2,全面实施,全面实施,发挥
,驱动,1,时期,时期,作用
,进军,1,,,
,进入,1,,,
,论断,1,,,
,科教兴国,1,,,
,科技,1,,,
,科学技术,1,,,
,科学,1,,,
,知识分子,1,,,
,知识,1,,,
,生产力,1,,,
,深入,1,,,
,新世纪,1,,,
,改革开放,1,,,
,改革,1,,,
,战略地位,1,,,
,我们,1,,,
,工程,1,,,
,工作,1,,,
,实施,1,,,
,始终,1,,,
,大后,1,,,
,吹响,1,,,
,各个,1,,,
,号角,1,,,
,发挥,1,,,
,发展,1,,,
,历史,1,,,
,十八,1,,,
,动力,1,,,
,创新型,1,,,
,具有,1,,,
,全面实施,1,,,
,党和人民,1,,,
,作用,1,,,
,体系,1,,,
,今年,1,,,
,人才,1,,,
,事业,1,,,
,中国共产党,1,,,
,中国,1,,,
,世界,1,,,
,不断完善,1,,,
,一百周年,1,,,
,,,,,
党的十九大以来，党中央全面分析国际科技创新竞争态势，深入研判国内外发展形势，针对我国科技事业面临的突出问题和挑战，坚持把科技创新摆在国家发展全局的核心位置，全面谋划科技创新工作。我们坚持党对科技事业的全面领导，观大势、谋全局、抓根本，形成高效的组织动员体系和统筹协调的科技资源配置模式。我们牢牢把握建设世界科技强国的战略目标，以只争朝夕的使命感、责任感、紧迫感，抢抓全球科技发展先机，在基础前沿领域奋勇争先。我们充分发挥科技创新的引领带动作用，努力在原始创新上取得新突破，在重要科技领域实现跨越发展，推动关键核心技术自主可控，加强创新链产业链融合。我们全面部署科技创新体制改革，出台一系列重大改革举措，提升国家创新体系整体效能。我们着力实施人才强国战略，营造良好人才创新生态环境，聚天下英才而用之，充分激发广大科技人员积极性、主动性、创造性。我们扩大科技领域开放合作，主动融入全球科技创新网络，积极参与解决人类面临的重大挑战，努力推动科技创新成果惠及更多国家和人民。,创新,11,创新,创新,创新
,科技,10,科技,科技,科技
,我们,6,科技事业,科技事业,发展
,发展,4,科技领域,科技领域,建设
,全面,4,全面,全面,国家
,国家,3,我们,我们,推动
,面临,2,全局,全局,我国
,重大,2,强国,强国,加强
,科技领域,2,发展,发展,我们
,科技事业,2,奋勇争先,奋勇争先,合作
,推动,2,挑战,挑战,领域
,挑战,2,人才,人才,人才
,强国,2,努力,努力,世界
,坚持,2,国家,国家,战略
,努力,2,只争朝夕,只争朝夕,国际
,全球,2,,,
,全局,2,,,
,体系,2,,,
,人才,2,,,
,高效,1,,,
,领导,1,,,
,领域,1,,,
,问题,1,,,
,针对,1,,,
,重要,1,,,
,部署,1,,,
,跨越,1,,,
,资源配置,1,,,
,责任感,1,,,
,谋划,1,,,
,解决,1,,,
,融合,1,,,
,融入,1,,,
,营造,1,,,
,英才,1,,,
,良好,1,,,
,自主,1,,,
,而用,1,,,
,网络,1,,,
,统筹,1,,,
,组织,1,,,
,紧迫感,1,,,
,竞争,1,,,
,突破,1,,,
,突出,1,,,
,积极性,1,,,
,积极参与,1,,,
,科技人员,1,,,
,研判,1,,,
,着力,1,,,
,生态环境,1,,,
,牢牢,1,,,
,激发,1,,,
,深入,1,,,
,模式,1,,,
,根本,1,,,
