原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,论证,1,,,
,观念,1,,,
,融合,1,,,
,自主,1,,,
,突出,1,,,
,科技成果,1,,,
,社会,1,,,
,百舸争流,1,,,
,生动,1,,,
,潜力,1,,,
,武器装备,1,,,
,效能型,1,,,
,挖掘,1,,,
,抢占,1,,,
,抓好,1,,,
,打破,1,,,
,战略,1,,,
,我军,1,,,
,形成,1,,,
,强化,1,,,
,开放,1,,,
,局面,1,,,
,封闭,1,,,
,密集型,1,,,
,密切,1,,,
,实施,1,,,
,大力提高,1,,,
,垄断,1,,,
,坚决,1,,,
,发展,1,,,
,协同,1,,,
,千帆竞发,1,,,
,努力,1,,,
,动向,1,,,
,加快,1,,,
,加大,1,,,
,力度,1,,,
,制高点,1,,,
,创新能力,1,,,
,军事,1,,,
,关注,1,,,
,共享,1,,,
,先进,1,,,
,体系,1,,,
,优化,1,,,
,世界,1,,,
,一体,1,,,
,,,,,
要组织科研机构开展污染防治技术攻关，对臭氧、挥发性有机物以及新的污染物治理等开展专项研究和超前研究。,研究,2,开展,开展,技术
,开展,2,攻关,攻关,研究
,防治,1,挥发性,挥发性,组织
,超前,1,臭氧,臭氧,开展
,臭氧,1,超前,超前,攻关
,组织,1,科研机构,科研机构,治理
,科研机构,1,污染物,污染物,科研机构
,治理,1,研究,研究,超前
,污染物,1,有机物,有机物,以及
,污染,1,专项,专项,防治
,有机物,1,防治,防治,污染
,攻关,1,污染,污染,专项
,挥发性,1,治理,治理,污染物
,技术,1,组织,组织,臭氧
,以及,1,技术,技术,有机物
,专项,1,,,
,,,,,
放眼全球，当今世界正在经历新一轮大发展大变革大调整，人类面临的不稳定不确定因素依然很多。新一轮科技和产业革命给人类社会发展带来新的机遇，也提出前所未有的挑战。,新一轮,2,新一轮,新一轮,科技
,发展,2,人类,人类,发展
,人类,2,产业革命,产业革命,社会
,面临,1,放眼,放眼,全球
,调整,1,当今世界,当今世界,人类
,经历,1,前所未有,前所未有,变革
,稳定,1,变革,变革,新一轮
,科技,1,机遇,机遇,机遇
,社会,1,发展,发展,提出
,确定,1,挑战,挑战,挑战
,正在,1,科技,科技,面临
,机遇,1,经历,经历,正在
,放眼,1,面临,面临,带来
,提出,1,依然,依然,当今世界
,挑战,1,确定,确定,稳定
,很多,1,,,
,当今世界,1,,,
,带来,1,,,
,因素,1,,,
,变革,1,,,
,前所未有,1,,,
,全球,1,,,
,依然,1,,,
,产业革命,1,,,
,,,,,
海南要坚决贯彻新发展理念，建设现代化经济体系，在推动经济高质量发展方面走在全国前列。要积极发展新一代信息技术产业和数字经济，推动互联网、物联网、大数据、卫星导航、人工智能同实体经济深度融合。要加强国家南繁科研育种基地（海南）建设，打造国家热带农业科学中心。国家支持海南布局建设一批重大科研基础设施和条件平台，打造空间科技创新战略高地，设立海南国际离岸创新创业示范区。,经济,4,海南,海南,创新
,海南,4,科研,科研,科技
,建设,3,建设,建设,发展
,国家,3,打造,打造,建设
,发展,3,经济,经济,经济
,科研,2,国家,国家,国家
,推动,2,南繁,南繁,推动
,打造,2,创新,创新,加强
,创新,2,坚决贯彻,坚决贯彻,产业
,高质量,1,发展,发展,科学
,高地,1,推动,推动,战略
,重大,1,示范区,示范区,国际
,设立,1,人工智能,人工智能,数字
,融合,1,离岸,离岸,体系
,育种,1,高质量,高质量,农业
,联网,1,,,
,空间,1,,,
,积极,1,,,
,科技,1,,,
,科学,1,,,
,离岸,1,,,
,示范区,1,,,
,理念,1,,,
,现代化,1,,,
,热带,1,,,
,深度,1,,,
,条件,1,,,
,方面,1,,,
,新一代,1,,,
,数据,1,,,
,数字,1,,,
,支持,1,,,
,战略,1,,,
,平台,1,,,
,布局,1,,,
,导航,1,,,
,实体,1,,,
,基础设施,1,,,
,基地,1,,,
,坚决贯彻,1,,,
,国际,1,,,
,卫星,1,,,
,南繁,1,,,
,加强,1,,,
,前列,1,,,
,创业,1,,,
,农业,1,,,
,全国,1,,,
,信息技术,1,,,
,体系,1,,,
,人工智能,1,,,
,产业,1,,,
,互联网,1,,,
,中心,1,,,
,一批,1,,,
,,,,,
核心技术是国之重器。要下定决心、保持恒心、找准重心，加速推动信息领域核心技术突破。要抓产业体系建设，在技术、产业、政策上共同发力。要遵循技术发展规律，做好体系化技术布局，优中选优、重点突破。要加强集中统一领导，完善金融、财税、国际贸易、人才、知识产权保护等制度环境，优化市场环境，更好释放各类创新主体创新活力。要培育公平的市场环境，强化知识产权保护，反对垄断和不正当竞争。要打通基础研究和技术创新衔接的绿色通道，力争以基础研究带动应用技术群体突破。,技术,4,技术,技术,创新
,突破,3,核心技术,核心技术,发展
,环境,3,突破,突破,技术
,研究,2,知识产权,知识产权,建设
,知识产权,2,环境,环境,推动
,核心技术,2,体系化,体系化,加强
,市场,2,重器,重器,产业
,基础,2,发力,发力,领域
,创新,2,创新,创新,人才
,保护,2,恒心,恒心,研究
,产业,2,产业,产业,基础
,领导,1,中选优,中选优,体系
,领域,1,保护,保护,突破
,集中统一,1,正当竞争,正当竞争,核心技术
,金融,1,集中统一,集中统一,应用
,重点,1,,,
,重心,1,,,
,重器,1,,,
,释放,1,,,
,遵循,1,,,
,财税,1,,,
,规律,1,,,
,衔接,1,,,
,群体,1,,,
,绿色通道,1,,,
,活力,1,,,
,正当竞争,1,,,
,更好,1,,,
,政策,1,,,
,推动,1,,,
,技术创新,1,,,
,找准,1,,,
,打通,1,,,
,恒心,1,,,
,强化,1,,,
,建设,1,,,
,应用,1,,,
,带动,1,,,
,布局,1,,,
,完善,1,,,
,培育,1,,,
,垄断,1,,,
,国际贸易,1,,,
,各类,1,,,
,发展,1,,,
,发力,1,,,
,反对,1,,,
,加速,1,,,
,加强,1,,,
,力争,1,,,
,制度,1,,,
,共同,1,,,
,公平,1,,,
,做好,1,,,
,信息,1,,,
,保持,1,,,
,体系化,1,,,
,体系,1,,,
,优化,1,,,
,人才,1,,,
,主体,1,,,
,中选优,1,,,
,下定决心,1,,,
,,,,,
网信事业代表着新的生产力和新的发展方向，应该在践行新发展理念上先行一步，围绕建设现代化经济体系、实现高质量发展，加快信息化发展，整体带动和提升新型工业化、城镇化、农业现代化发展。要发展数字经济，加快推动数字产业化，依靠信息技术创新驱动，不断催生新产业新业态新模式，用新动能推动新发展。要推动产业数字化，利用互联网新技术新应用对传统产业进行全方位、全角度、全链条的改造，提高全要素生产率，释放数字对经济发展的放大、叠加、倍增作用。要推动互联网、大数据、人工智能和实体经济深度融合，加快制造业、农业、服务业数字化、网络化、智能化。要坚定不移支持网信企业做大做强，加强规范引导，促进其健康有序发展。企业发展要坚持经济效益和社会效益相统一，更好承担起社会责任和道德责任。要运用信息化手段推进政务公开、党务公开，加快推进电子政务，构建全流程一体化在线服务平台，更好解决企业和群众反映强烈的办事难、办事慢、办事繁的问题。网信事业发展必须贯彻以人民为中心的发展思想，把增进人民福祉作为信息化发展的出发点和落脚点，让人民群众在信息化发展中有更多获得感、幸福感、安全感。,发展,14,发展,发展,创新
,经济,4,网信,网信,发展
,推动,4,信息化,信息化,技术
,加快,4,加快,加快,建设
,信息化,4,办事,办事,经济
,网信,3,推动,推动,推动
,数字,3,数字,数字,加快
,办事,3,数字化,数字化,加强
,企业,3,人民,人民,产业
,人民,3,经济,经济,企业
,责任,2,互联网,互联网,数字
,现代化,2,现代化,现代化,实现
,更好,2,更好,更好,体系
,数字化,2,事业,事业,社会
,推进,2,企业,企业,推进
,农业,2,,,
,公开,2,,,
,产业,2,,,
,互联网,2,,,
,事业,2,,,
,高质量,1,,,
,驱动,1,,,
,问题,1,,,
,链条,1,,,
,释放,1,,,
,道德,1,,,
,进行,1,,,
,运用,1,,,
,践行,1,,,
,贯彻,1,,,
,解决,1,,,
,角度,1,,,
,规范,1,,,
,要素,1,,,
,融合,1,,,
,落脚点,1,,,
,获得,1,,,
,群众反映,1,,,
,群众,1,,,
,网络化,1,,,
,统一,1,,,
,经济效益,1,,,
,福祉,1,,,
,社会效益,1,,,
,社会,1,,,
,电子政务,1,,,
,生产率,1,,,
,生产力,1,,,
,理念,1,,,
,深度,1,,,
,流程,1,,,
,模式,1,,,
,构建,1,,,
,服务平台,1,,,
,服务业,1,,,
,有序,1,,,
,智能化,1,,,
,方向,1,,,
,新型,1,,,
,整体,1,,,
,数据,1,,,
,政务,1,,,
,放大,1,,,
,改造,1,,,
,支持,1,,,
,提高,1,,,
,提升,1,,,
,技术,1,,,
,承担,1,,,
,手段,1,,,
,思想,1,,,
,必须,1,,,
,强烈,1,,,
,引导,1,,,
,建设,1,,,
,应该,1,,,
,应用,1,,,
,幸福感,1,,,
,带动,1,,,
,工业化,1,,,
,实现,1,,,
,实体,1,,,
,安全感,1,,,
,增进,1,,,
,城镇化,1,,,
,坚持,1,,,
,坚定不移,1,,,
,在线,1,,,
,围绕,1,,,
,叠加,1,,,
,动能,1,,,
,加强,1,,,
,制造业,1,,,
,利用,1,,,
,创新,1,,,
,出发点,1,,,
,全方位,1,,,
,党务,1,,,
,先行一步,1,,,
,催生,1,,,
,健康,1,,,
,倍增,1,,,
,信息技术,1,,,
,促进,1,,,
,依靠,1,,,
,作用,1,,,
,作为,1,,,
,体系,1,,,
,传统产业,1,,,
,代表,1,,,
,人工智能,1,,,
,产业化,1,,,
,中有,1,,,
,中心,1,,,
,业态,1,,,
,不断,1,,,
,一体化,1,,,
,,,,,
网信军民融合是军民融合的重点领域和前沿领域，也是军民融合最具活力和潜力的领域。要抓住当前信息技术变革和新军事变革的历史机遇，深刻理解生产力和战斗力、市场和战场的内在关系，把握网信军民融合的工作机理和规律，推动形成全要素、多领域、高效益的军民深度融合发展的格局。,融合,5,军民,军民,发展
,军民,5,融合,融合,推动
,领域,4,网信,网信,领域
,网信,2,领域,领域,融合
,变革,2,变革,变革,形成
,高效益,1,高效益,高效益,工作
,重点,1,深刻理解,深刻理解,变革
,规律,1,前沿,前沿,重点
,要素,1,战斗力,战斗力,要素
,生产力,1,信息技术,信息技术,市场
,潜力,1,机理,机理,深度
,深度,1,最具,最具,活力
,深刻理解,1,活力,活力,机遇
,活力,1,机遇,机遇,当前
,格局,1,内在,内在,把握
,机遇,1,,,
,机理,1,,,
,最具,1,,,
,推动,1,,,
,抓住,1,,,
,把握,1,,,
,战斗力,1,,,
,战场,1,,,
,形成,1,,,
,当前,1,,,
,市场,1,,,
,工作,1,,,
,发展,1,,,
,历史,1,,,
,前沿,1,,,
,军事,1,,,
,内在,1,,,
,关系,1,,,
,信息技术,1,,,
,,,,,
信息技术创新日新月异，数字化、网络化、智能化深入发展，在推动经济社会发展、促进国家治理体系和治理能力现代化、满足人民日益增长的美好生活需要方面发挥着越来越重要的作用。,治理,2,治理,治理,创新
,发展,2,美好生活,美好生活,发展
,需要,1,网络化,网络化,国家
,重要,1,日新月异,日新月异,推动
,越来越,1,日益增长,日益增长,重要
,能力,1,智能化,智能化,体系
,美好生活,1,数字化,数字化,发挥
,网络化,1,信息技术,信息技术,促进
,经济社会,1,经济社会,经济社会,作用
,现代化,1,发展,发展,人民
,满足,1,现代化,现代化,能力
,深入,1,深入,深入,方面
,智能化,1,发挥,发挥,需要
,日益增长,1,满足,满足,现代化
,日新月异,1,体系,体系,经济社会
,方面,1,,,
,数字化,1,,,
,推动,1,,,
,国家,1,,,
,发挥,1,,,
,创新,1,,,
,信息技术,1,,,
,促进,1,,,
,作用,1,,,
,体系,1,,,
,人民,1,,,
,,,,,
党的十九大描绘了决胜全面建成小康社会、开启全面建设社会主义现代化国家新征程、实现中华民族伟大复兴的宏伟蓝图，对建设网络强国、数字中国、智慧社会作出战略部署。加快数字中国建设，就是要适应我国发展新的历史方位，全面贯彻新发展理念，以信息化培育新动能，用新动能推动新发展，以新发展创造新辉煌。,发展,4,全面,全面,发展
,建设,3,动能,动能,建设
,全面,3,建设,建设,国家
,数字,2,发展,发展,推动
,动能,2,数字,数字,加快
,中国,2,以新,以新,我国
,适应,1,宏伟蓝图,宏伟蓝图,中国
,辉煌,1,小康社会,小康社会,数字
,贯彻,1,征程,征程,实现
,网络,1,决胜,决胜,社会
,社会主义,1,战略部署,战略部署,全面
,社会,1,十九,十九,创造
,理念,1,中华民族,中华民族,现代化
,现代化,1,强国,强国,培育
,智慧,1,方位,方位,强国
,方位,1,,,
,描绘,1,,,
,推动,1,,,
,战略部署,1,,,
,我国,1,,,
,征程,1,,,
,强国,1,,,
,开启,1,,,
,建成,1,,,
,就是,1,,,
,小康社会,1,,,
,实现,1,,,
,宏伟蓝图,1,,,
,复兴,1,,,
,培育,1,,,
,国家,1,,,
,历史,1,,,
,十九,1,,,
,加快,1,,,
,创造,1,,,
,决胜,1,,,
,信息化,1,,,
,作出,1,,,
,伟大,1,,,
,以新,1,,,
,中华民族,1,,,
,,,,,
本届峰会以“以信息化驱动现代化，加快建设数字中国”为主题，展示我国电子政务和数字经济发展最新成果，交流数字中国建设体会和看法，进一步凝聚共识，必将激发社会各界建设数字中国的积极性、主动性、创造性，推动信息化更好造福社会、造福人民。,数字,4,数字,数字,发展
,建设,3,造福,造福,建设
,中国,3,信息化,信息化,经济
,造福,2,建设,建设,推动
,信息化,2,电子政务,电子政务,加快
,驱动,1,中国,中国,我国
,进一步,1,主动性,主动性,中国
,经济,1,社会各界,社会各界,数字
,积极性,1,创造性,创造性,社会
,社会各界,1,凝聚,凝聚,人民
,社会,1,体会,体会,成果
,看法,1,积极性,积极性,现代化
,电子政务,1,峰会,峰会,驱动
,现代化,1,激发,激发,交流
,激发,1,共识,共识,进一步
,本届,1,,,
,最新,1,,,
,更好,1,,,
,推动,1,,,
,我国,1,,,
,成果,1,,,
,必将,1,,,
,峰会,1,,,
,展示,1,,,
,发展,1,,,
,加快,1,,,
,创造性,1,,,
,凝聚,1,,,
,共识,1,,,
,体会,1,,,
,人民,1,,,
,交流,1,,,
,主题,1,,,
,主动性,1,,,
,,,,,
三峡工程是国之重器，是靠劳动者的辛勤劳动自力更生创造出来的，看了以后非常振奋。三峡工程的成功建成和运转，使多少代中国人开发和利用三峡资源的梦想变为现实，成为改革开放以来我国发展的重要标志。这是我国社会主义制度能够集中力量办大事优越性的典范，是中国人民富于智慧和创造性的典范，是中华民族日益走向繁荣强盛的典范。真正的大国重器，一定要掌握在自己手里。核心技术、关键技术，化缘是化不来的，要靠自己拼搏。13亿多中国人民要齐心合力、砥砺奋斗，共圆中国梦！,中国,4,典范,典范,发展
,典范,3,重器,重器,我国
,重器,2,三峡工程,三峡工程,中国
,自己,2,中国,中国,重要
,我国,2,化不来,化不来,核心技术
,人民,2,13,13,资源
,三峡工程,2,共圆,共圆,人民
,齐心合力,1,齐心合力,齐心合力,成为
,非常,1,砥砺,砥砺,创造
,集中力量,1,辛勤劳动,辛勤劳动,制度
,重要,1,化缘,化缘,社会主义
,这是,1,人民,人民,智慧
,运转,1,拼搏,拼搏,掌握
,辛勤劳动,1,自力更生,自力更生,自己
,走向,1,我国,我国,开发
,资源,1,,,
,自力更生,1,,,
,能够,1,,,
,繁荣,1,,,
,社会主义,1,,,
,砥砺,1,,,
,真正,1,,,
,现实,1,,,
,梦想,1,,,
,核心技术,1,,,
,标志,1,,,
,智慧,1,,,
,日益,1,,,
,改革开放,1,,,
,掌握,1,,,
,振奋,1,,,
,拼搏,1,,,
,手里,1,,,
,成功,1,,,
,成为,1,,,
,强盛,1,,,
,开发,1,,,
,建成,1,,,
,富于,1,,,
,奋斗,1,,,
,大国,1,,,
,大事,1,,,
,多少,1,,,
,变为,1,,,
,发展,1,,,
,化缘,1,,,
,化不来,1,,,
,劳动者,1,,,
,制度,1,,,
,利用,1,,,
,创造性,1,,,
,创造,1,,,
,出来,1,,,
,关键技术,1,,,
,共圆,1,,,
,优越性,1,,,
,以来,1,,,
,以后,1,,,
,亿多,1,,,
,中华民族,1,,,
,三峡,1,,,
,一定,1,,,
,13,1,,,
,,,,,
核心技术、关键技术、国之重器必须立足于自身。过去在外部封锁下，我们自力更生，勒紧裤腰带、咬紧牙关创造了“两弹一星”，这是因为我们发挥了社会主义制度优势——集中力量办大事。下一步，科技攻关也要这样做，要摒弃幻想、靠自己。,我们,2,国之,国之,我们
,集中力量,1,重器,重器,发挥
,重器,1,两弹一星,两弹一星,优势
,这样,1,勒紧,勒紧,核心技术
,过去,1,科技攻关,科技攻关,必须
,裤腰带,1,裤腰带,裤腰带,创造
,自身,1,咬紧牙关,咬紧牙关,制度
,自己,1,自力更生,自力更生,社会主义
,自力更生,1,集中力量,集中力量,自己
,立足于,1,摒弃,摒弃,关键技术
,科技攻关,1,立足于,立足于,这样
,社会主义,1,关键技术,关键技术,集中力量
,核心技术,1,核心技术,核心技术,自身
,是因为,1,封锁,封锁,科技攻关
,摒弃,1,幻想,幻想,重器
,必须,1,,,
,幻想,1,,,
,封锁,1,,,
,大事,1,,,
,外部,1,,,
,国之,1,,,
,咬紧牙关,1,,,
,发挥,1,,,
,勒紧,1,,,
,制度,1,,,
,创造,1,,,
,关键技术,1,,,
,优势,1,,,
,两弹一星,1,,,
,一步,1,,,
,,,,,
新发展理念，创新是第一位的。我国已经成为世界第二大经济体，过去那种主要依靠资源要素投入推动经济增长的方式行不通了，必须依靠创新。具有自主知识产权的核心技术，是企业的“命门”所在。企业必须在核心技术上不断实现突破，掌握更多具有自主知识产权的关键技术，掌控产业发展主导权。国家需要你们在这方面加快步伐。企业要加强党建工作，以党建引领促进企业创新发展。,企业,4,党建,党建,创新
,发展,3,核心技术,核心技术,发展
,创新,3,创新,创新,经济
,自主,2,企业,企业,国家
,知识产权,2,知识产权,知识产权,推动
,核心技术,2,自主,自主,我国
,必须,2,依靠,依靠,加强
,具有,2,加快步伐,加快步伐,产业
,党建,2,发展,发展,世界
,依靠,2,命门,命门,企业
,需要,1,主导权,主导权,自主
,那种,1,行不通,行不通,实现
,这方面,1,必须,必须,突破
,过去,1,关键技术,关键技术,核心技术
,资源,1,具有,具有,资源
,要素,1,,,
,行不通,1,,,
,经济体,1,,,
,经济,1,,,
,第二,1,,,
,第一位,1,,,
,突破,1,,,
,理念,1,,,
,方式,1,,,
,推动,1,,,
,掌握,1,,,
,掌控,1,,,
,投入,1,,,
,所在,1,,,
,我国,1,,,
,成为,1,,,
,引领,1,,,
,已经,1,,,
,工作,1,,,
,实现,1,,,
,增长,1,,,
,国家,1,,,
,命门,1,,,
,加快步伐,1,,,
,加强,1,,,
,关键技术,1,,,
,促进,1,,,
,你们,1,,,
,产业,1,,,
,主要,1,,,
,主导权,1,,,
,世界,1,,,
,不断,1,,,
,,,,,
装备制造业的芯片，相当于人的心脏。心脏不强，体量再大也不算强。要加快在芯片技术上实现重大突破，勇攀世界半导体存储科技高峰。,芯片,2,芯片,芯片,科技
,心脏,2,心脏,心脏,技术
,高峰,1,勇攀,勇攀,加快
,重大突破,1,体量,体量,世界
,装备,1,重大突破,重大突破,实现
,科技,1,存储,存储,制造业
,相当于,1,半导体,半导体,装备
,技术,1,不算,不算,高峰
,实现,1,高峰,高峰,重大突破
,存储,1,制造业,制造业,勇攀
,半导体,1,相当于,相当于,芯片
,勇攀,1,装备,装备,心脏
,加快,1,加快,加快,相当于
,制造业,1,科技,科技,存储
,体量,1,技术,技术,半导体
,世界,1,,,
,不算,1,,,
,,,,,
推动高质量发展是做好经济工作的根本要求。高质量发展就是体现新发展理念的发展，是经济发展从“有没有”转向“好不好”。要推动供给侧结构性改革，在“破”和“立”上同时发力，加快传统产业改造升级，加快发展新兴产业，增强经济发展新动能。要注重创新驱动发展，紧紧扭住创新这个牛鼻子，强化创新体系和创新能力建设，推动科技创新和经济社会发展深度融合，塑造更多依靠创新驱动、更多发挥先发优势的引领型发展。,发展,10,发展,发展,创新
,创新,5,创新,创新,科技
,经济,3,高质量,高质量,发展
,推动,3,推动,推动,建设
,高质量,2,驱动,驱动,经济
,驱动,2,发力,发力,推动
,加快,2,加快,加快,加快
,这个,1,牛鼻子,牛鼻子,体系
,转向,1,经济,经济,发挥
,要求,1,先发,先发,优势
,融合,1,扭住,扭住,融合
,结构性,1,传统产业,传统产业,工作
,经济社会,1,创新能力,创新能力,创新能力
,紧紧,1,好不好,好不好,增强
,科技,1,新兴产业,新兴产业,改革
,理念,1,,,
,牛鼻子,1,,,
,深度,1,,,
,注重,1,,,
,根本,1,,,
,有没有,1,,,
,新兴产业,1,,,
,改革,1,,,
,改造,1,,,
,扭住,1,,,
,强化,1,,,
,引领,1,,,
,建设,1,,,
,工作,1,,,
,就是,1,,,
,好不好,1,,,
,增强,1,,,
,塑造,1,,,
,同时,1,,,
,发挥,1,,,
,发力,1,,,
,升级,1,,,
,动能,1,,,
,创新能力,1,,,
,先发,1,,,
,做好,1,,,
,依靠,1,,,
,供给,1,,,
,体系,1,,,
,体现,1,,,
,传统产业,1,,,
,优势,1,,,
,,,,,
当今世界，科学技术迅猛发展。大学要瞄准世界科技前沿，加强对关键共性技术、前沿引领技术、现代工程技术、颠覆性技术的攻关创新。要下大气力组建交叉学科群和强有力的科技攻关团队，加强学科之间协同创新，加强对原创性、系统性、引领性研究的支持。要培养造就一大批具有国际水平的战略科技人才、科技领军人才、青年科技人才和高水平创新团队，力争实现前瞻性基础研究、引领性原创成果的重大突破。,技术,3,引领,引领,创新
,引领,3,科技人才,科技人才,科技
,加强,3,创新,创新,技术
,创新,3,加强,加强,加强
,科技人才,2,技术,技术,人才
,研究,2,团队,团队,世界
,团队,2,科技前沿,科技前沿,战略
,高水平,1,原创性,原创性,研究
,颠覆性,1,颠覆性,颠覆性,国际
,领军,1,交叉学科,交叉学科,基础
,青年,1,科技攻关,科技攻关,实现
,重大突破,1,攻关,攻关,关键
,造就,1,重大突破,重大突破,科学技术
,迅猛发展,1,迅猛发展,迅猛发展,支持
,组建,1,共性,共性,成果
,系统性,1,,,
,科技攻关,1,,,
,科技前沿,1,,,
,科技,1,,,
,科学技术,1,,,
,瞄准,1,,,
,现代,1,,,
,水平,1,,,
